"Sales ID";"Sales Amount (USD)";"Cost Price (USD)";"Region";"Conversion Rate (%)";"Sessions";"Views";"Follow-ups";"Closed Deal?";"Customer Feedback";"Customer Plan";"Customer Rating";"Sales Date";"Customer ID";"Channel ID";"Product ID";"Sales Rep ID";"Campaign ID";"Lead Source ID";"Country ID"
"S0216";1117;1041;"Europe";16;7;83;2;"Yes";"Highly satisfied";"Basic";1;"2023-05-28";208;2;11;1;5;2;11
"S0217";860;564;"North America";7;13;90;4;"Yes";"Great customer support";"Basic";1;"2022-04-29";209;1;5;8;4;5;5
"S0218";996;704;"Europe";20;20;49;1;"Yes";"Product not available";"Basic";6;"2022-03-26";210;2;12;7;3;5;1
"S0219";230;57;"South America";20;17;61;4;"Yes";"Price too high";"Basic";9;"2024-02-03";116;1;15;8;2;2;2
"S0220";193;141;"North America";27;9;88;5;"Yes";"Excellent service";"Basic";3;"2023-02-24";211;2;9;2;5;4;5
"S0221";1383;1207;"Asia";6;14;65;3;"No";"Highly satisfied";"Basic";4;"2022-07-02";212;1;11;6;3;4;10
"S0222";1399;1218;"Asia";15;15;90;5;"No";"Excellent service";"Basic";7;"2024-03-13";213;1;8;2;1;1;3
"S0223";1127;875;"Asia";12;11;47;1;"Yes";"Price too high";"Basic";5;"2023-02-04";214;2;7;3;2;1;1
"S0224";1343;1204;"Europe";12;12;66;4;"Yes";"Excellent service";"Basic";7;"2023-01-06";215;1;11;4;1;2;2
"S0225";1123;963;"North America";18;15;72;2;"Yes";"Fast delivery";"Basic";9;"2023-05-01";216;2;4;3;3;1;1
"S0226";1382;1184;"South America";9;18;41;4;"No";"Fast delivery";"Basic";9;"2022-10-14";217;1;14;5;5;2;5
"S0227";482;276;"North America";26;13;85;4;"No";"Great customer support";"Basic";6;"2024-01-30";218;1;1;1;2;5;2
"S0228";450;250;"Europe";17;19;57;4;"Yes";"Excellent service";"Basic";9;"2022-07-16";219;1;11;4;3;4;9
"S0229";1237;1074;"North America";11;15;78;4;"Yes";"Excellent service";"Basic";3;"2024-01-27";220;2;9;7;3;5;2
"S0230";641;452;"South America";8;5;61;1;"Yes";"Fast delivery";"Basic";2;"2024-03-18";221;1;8;3;1;1;5
"S0231";334;94;"Asia";8;13;25;5;"Yes";"Excellent service";"Basic";3;"2022-02-08";222;1;4;7;5;4;3
"S0232";978;863;"Asia";10;16;92;2;"Yes";"Fast delivery";"Basic";6;"2023-11-03";205;1;13;1;2;5;11
"S0233";565;472;"South America";11;19;98;2;"No";"Responsive sales team";"Basic";2;"2023-10-17";223;1;14;8;2;5;5
"S0234";703;503;"Asia";9;13;50;5;"Yes";"Fast delivery";"Basic";5;"2024-01-04";224;1;14;3;3;5;9
"S0235";371;163;"Asia";30;13;50;3;"Yes";"Excellent service";"Basic";10;"2022-10-03";225;1;10;6;5;4;9
"S0236";592;464;"Europe";21;14;96;5;"Yes";"Great customer support";"Basic";3;"2024-06-19";226;1;2;7;3;3;4
"S0237";234;-38;"South America";16;6;63;1;"Yes";"Product not available";"Basic";1;"2023-04-07";227;1;10;8;5;5;5
"S0238";494;304;"South America";29;11;61;3;"Yes";"Product not available";"Basic";5;"2023-12-15";228;1;1;4;3;2;5
"S0239";903;784;"North America";6;16;26;2;"Yes";"Product not available";"Basic";8;"2022-04-09";229;2;1;7;5;4;1
"S0240";462;237;"North America";11;10;37;1;"No";"Excellent service";"Basic";5;"2023-01-13";230;2;13;4;2;3;10
"S0241";1233;933;"South America";23;10;75;4;"No";"Responsive sales team";"Basic";3;"2023-05-08";231;1;14;4;4;1;5
"S0242";234;52;"North America";22;19;88;3;"No";"Responsive sales team";"Basic";5;"2023-06-11";232;2;11;6;4;5;11
"S0243";1327;1208;"Asia";25;20;27;5;"Yes";"Great customer support";"Basic";4;"2022-07-11";233;1;7;3;4;1;4
"S0244";1262;1023;"Asia";28;19;87;4;"Yes";"Responsive sales team";"Basic";1;"2022-10-27";234;1;12;7;1;5;2
"S0245";1087;870;"North America";16;17;20;1;"No";"Fast delivery";"Basic";2;"2022-09-17";235;2;5;5;4;2;3
"S0246";232;78;"North America";5;11;46;2;"Yes";"Great customer support";"Basic";3;"2024-04-02";236;2;12;3;1;4;9
"S0247";1278;1170;"Europe";21;9;31;2;"Yes";"Fast delivery";"Basic";8;"2022-01-13";237;1;14;1;1;1;4
"S0248";1453;1184;"South America";17;7;96;3;"Yes";"Excellent service";"Basic";8;"2022-07-08";238;1;14;2;5;5;1
"S0249";503;334;"North America";30;20;87;4;"Yes";"Price too high";"Basic";10;"2024-03-27";239;1;2;5;1;3;10
"S0250";838;741;"Asia";5;6;85;1;"Yes";"Highly satisfied";"Basic";3;"2024-02-16";240;1;9;1;3;5;9
"S0251";395;124;"Asia";26;16;46;4;"Yes";"Excellent service";"Basic";10;"2023-05-18";241;1;1;1;5;5;4
"S0252";546;446;"South America";28;9;42;1;"Yes";"Great customer support";"Basic";5;"2023-11-15";242;1;4;5;5;1;11
"S0253";1379;1167;"Europe";8;14;65;5;"No";"Fast delivery";"Basic";1;"2022-03-02";243;1;2;3;3;4;3
"S0254";1345;1262;"Asia";5;19;37;1;"Yes";"Excellent service";"Basic";2;"2022-01-15";244;1;4;6;5;1;5
"S0255";385;281;"South America";29;19;46;5;"No";"Product not available";"Basic";4;"2022-08-14";245;1;14;5;1;3;4
"S0256";447;288;"South America";7;20;32;1;"Yes";"Satisfied with product";"Basic";3;"2024-04-18";246;1;1;6;3;4;3
"S0257";886;594;"Europe";12;18;61;3;"No";"Product not available";"Basic";6;"2024-03-31";10;1;12;3;3;2;3
"S0258";1480;1211;"Europe";20;16;89;5;"Yes";"Fast delivery";"Basic";10;"2023-11-16";247;1;10;2;5;4;3
"S0259";496;391;"North America";21;10;22;1;"No";"Responsive sales team";"Basic";1;"2022-02-04";248;1;8;2;4;3;4
"S0260";581;323;"North America";19;19;90;4;"Yes";"Fast delivery";"Basic";9;"2022-07-21";249;1;7;2;1;4;9
"S0261";293;45;"Europe";26;11;31;4;"Yes";"Fast delivery";"Basic";2;"2023-02-19";250;1;6;4;4;3;4
"S0262";513;237;"South America";27;16;63;3;"Yes";"Fast delivery";"Basic";9;"2023-04-22";251;1;2;7;2;5;1
"S0263";1003;714;"South America";21;16;63;3;"No";"Satisfied with product";"Basic";3;"2022-03-28";252;2;12;6;5;2;5
"S0264";1439;1294;"Asia";14;20;94;4;"Yes";"Fast delivery";"Basic";3;"2023-10-05";148;1;1;1;4;1;11
"S0265";513;421;"South America";16;9;87;1;"Yes";"Responsive sales team";"Basic";4;"2022-06-07";253;2;2;4;4;4;9
"S0266";656;454;"South America";24;19;49;4;"Yes";"Highly satisfied";"Basic";10;"2022-12-24";254;1;7;6;4;4;5
"S0267";1239;1082;"Asia";16;5;97;5;"Yes";"Highly satisfied";"Basic";4;"2022-01-08";255;1;12;6;2;3;10
"S0268";1359;1215;"Europe";29;11;26;4;"Yes";"Responsive sales team";"Basic";6;"2024-04-26";102;2;2;7;1;2;4
"S0269";1122;897;"Asia";13;6;20;2;"No";"Price too high";"Basic";2;"2022-07-28";100;2;10;5;2;4;10
"S0270";876;614;"Asia";10;10;29;4;"Yes";"Price too high";"Basic";5;"2022-03-17";256;1;9;1;1;5;2
"S0271";439;266;"Europe";22;10;70;2;"Yes";"Satisfied with product";"Basic";8;"2023-08-24";257;1;5;3;1;3;2
"S0272";789;586;"South America";15;12;38;3;"No";"Responsive sales team";"Basic";2;"2023-12-02";258;2;5;5;4;5;9
"S0273";1206;923;"Europe";24;14;55;2;"Yes";"Excellent service";"Basic";1;"2022-08-24";219;2;13;5;1;2;4
"S0274";1250;1154;"North America";13;8;66;1;"No";"Product not available";"Basic";9;"2023-07-07";259;2;1;4;5;3;10
"S0275";723;462;"South America";25;10;58;3;"No";"Satisfied with product";"Basic";7;"2023-04-29";260;1;15;2;4;5;9
"S0276";1300;1051;"North America";23;6;94;5;"Yes";"Fast delivery";"Basic";3;"2022-04-24";261;1;10;4;4;3;9
"S0277";465;169;"Europe";22;15;99;4;"No";"Great customer support";"Basic";10;"2023-12-24";262;1;12;2;2;2;3
"S0278";1001;741;"North America";26;8;96;2;"Yes";"Highly satisfied";"Basic";1;"2023-10-20";263;2;11;5;3;2;9
"S0279";159;-34;"Europe";9;16;30;2;"No";"Highly satisfied";"Basic";8;"2023-08-21";264;1;1;5;4;3;4
"S0280";209;-58;"Asia";27;12;36;3;"Yes";"Responsive sales team";"Basic";2;"2022-03-11";265;1;5;3;3;1;3
"S0281";589;518;"South America";28;8;90;4;"No";"Highly satisfied";"Basic";9;"2022-09-19";24;2;5;1;1;4;1
"S0282";816;736;"Europe";9;6;85;1;"Yes";"Price too high";"Basic";6;"2023-06-04";266;2;14;4;4;1;5
"S0283";959;785;"South America";17;15;79;5;"Yes";"Satisfied with product";"Basic";2;"2024-08-28";264;2;2;8;5;3;10
"S0284";564;442;"Europe";23;13;97;5;"No";"Satisfied with product";"Basic";4;"2024-01-25";267;1;11;8;3;5;4
"S0285";952;898;"North America";17;5;100;1;"Yes";"Product not available";"Basic";9;"2022-10-22";268;1;8;5;1;5;3
"S0286";910;634;"South America";8;14;100;5;"Yes";"Highly satisfied";"Basic";1;"2022-08-24";269;1;1;5;5;5;1
"S0287";377;261;"Europe";6;7;76;3;"No";"Excellent service";"Basic";1;"2023-06-25";270;1;12;8;3;3;10
"S0288";756;621;"South America";8;11;24;2;"Yes";"Highly satisfied";"Basic";7;"2024-01-19";271;2;1;7;5;3;11
"S0289";867;647;"Asia";5;13;34;5;"Yes";"Satisfied with product";"Basic";8;"2023-03-17";272;1;1;7;3;3;11
"S0290";507;238;"Europe";6;8;34;5;"Yes";"Satisfied with product";"Basic";2;"2024-05-07";273;1;5;5;3;2;2
"S0291";976;807;"Asia";12;15;28;5;"Yes";"Price too high";"Basic";7;"2023-03-29";274;2;3;3;4;5;10
"S0292";1375;1136;"South America";26;18;23;4;"Yes";"Fast delivery";"Basic";10;"2022-07-02";275;1;7;7;1;2;11
"S0293";914;732;"Asia";20;18;76;5;"Yes";"Satisfied with product";"Basic";2;"2023-06-13";204;2;12;7;4;4;2
"S0294";1257;1175;"Europe";10;15;94;1;"Yes";"Satisfied with product";"Basic";7;"2024-05-22";276;2;15;6;4;3;3
"S0295";967;860;"North America";29;14;70;2;"Yes";"Responsive sales team";"Basic";9;"2023-04-10";277;1;1;4;4;4;10
"S0296";739;631;"Europe";15;10;62;4;"Yes";"Highly satisfied";"Basic";7;"2023-02-28";278;1;10;5;2;1;1
"S0297";279;215;"Asia";17;18;30;1;"Yes";"Great customer support";"Basic";5;"2024-04-18";279;1;3;5;1;1;1
"S0298";1004;945;"North America";14;14;46;5;"Yes";"Responsive sales team";"Basic";7;"2022-01-07";280;1;9;7;3;1;10
"S0299";976;810;"North America";14;8;87;5;"Yes";"Satisfied with product";"Basic";3;"2024-06-30";281;1;8;3;5;3;4
"S0300";283;133;"South America";15;16;40;5;"Yes";"Great customer support";"Basic";9;"2022-11-29";139;1;3;4;2;5;5
"S0301";477;358;"Asia";13;14;95;2;"No";"Product not available";"Basic";8;"2022-11-22";188;1;2;8;4;3;3
"S0302";1069;908;"North America";28;11;76;2;"Yes";"Satisfied with product";"Basic";4;"2023-10-26";282;1;6;7;2;2;5
"S0303";1050;994;"Europe";14;19;48;4;"Yes";"Product not available";"Basic";7;"2023-09-04";283;1;9;7;5;2;4
"S0304";595;462;"Asia";8;10;28;3;"Yes";"Responsive sales team";"Basic";3;"2022-10-19";284;2;3;6;4;1;2
"S0305";593;318;"South America";13;10;76;3;"Yes";"Great customer support";"Basic";6;"2022-09-14";285;1;4;2;3;3;1
"S0306";1222;1008;"Asia";22;16;34;1;"Yes";"Price too high";"Basic";6;"2023-11-02";179;1;8;7;2;1;4
"S0307";376;271;"North America";10;13;48;4;"No";"Excellent service";"Basic";3;"2024-08-30";286;1;13;4;4;3;1
"S0308";840;614;"Asia";12;16;54;4;"Yes";"Product not available";"Basic";5;"2022-12-08";287;1;2;3;3;1;1
"S0309";607;522;"Asia";14;7;68;4;"Yes";"Price too high";"Basic";2;"2022-02-01";39;1;3;2;2;1;1
"S0310";1005;747;"Asia";23;19;45;3;"Yes";"Price too high";"Basic";3;"2022-06-24";150;1;9;5;4;3;2
"S0311";287;214;"Europe";30;14;80;5;"No";"Great customer support";"Basic";10;"2024-02-08";288;2;11;3;4;3;9
"S0312";1309;1096;"South America";12;9;95;1;"Yes";"Responsive sales team";"Basic";3;"2023-02-11";289;1;10;6;4;3;1
"S0313";1223;989;"Europe";28;18;51;1;"Yes";"Price too high";"Basic";4;"2023-02-25";290;1;11;8;5;5;10
"S0314";1401;1202;"South America";11;18;47;3;"Yes";"Product not available";"Basic";1;"2023-09-09";291;2;11;1;3;3;11
"S0315";1002;803;"South America";12;20;73;3;"Yes";"Satisfied with product";"Basic";4;"2022-06-23";292;1;11;7;4;2;1
"S0316";152;-43;"South America";11;5;53;4;"Yes";"Fast delivery";"Basic";3;"2024-03-30";293;1;4;4;4;2;10
"S0317";836;657;"North America";24;7;45;4;"Yes";"Highly satisfied";"Basic";8;"2022-06-30";41;2;6;4;3;3;1
"S0318";579;379;"Europe";10;20;32;5;"Yes";"Great customer support";"Basic";3;"2022-06-15";294;1;5;3;4;4;9
"S0319";608;420;"North America";28;6;61;2;"Yes";"Responsive sales team";"Basic";9;"2024-06-09";295;2;2;6;4;2;1
"S0320";1036;978;"Asia";27;11;32;3;"No";"Responsive sales team";"Basic";2;"2023-12-17";296;2;9;3;3;5;5
"S0321";660;368;"Europe";18;19;80;4;"No";"Highly satisfied";"Basic";6;"2022-05-26";297;1;1;5;3;4;9
"S0322";942;677;"South America";15;6;57;5;"Yes";"Fast delivery";"Basic";8;"2024-04-30";298;1;8;6;2;1;4
"S0323";1419;1233;"Europe";30;13;95;4;"Yes";"Excellent service";"Basic";1;"2022-11-06";299;1;8;3;5;2;1
"S0324";838;574;"Asia";23;7;24;3;"Yes";"Highly satisfied";"Basic";3;"2023-05-28";300;2;8;5;2;5;4
"S0325";965;684;"South America";17;19;61;2;"Yes";"Fast delivery";"Basic";2;"2022-07-11";301;1;11;6;3;5;5
"S0326";609;327;"Europe";14;6;57;1;"Yes";"Great customer support";"Basic";4;"2024-05-27";302;1;11;4;1;5;10
"S0327";864;791;"Asia";20;18;62;3;"Yes";"Product not available";"Basic";4;"2023-04-19";281;1;14;6;2;4;4
"S0328";1482;1267;"South America";14;19;73;1;"Yes";"Excellent service";"Basic";6;"2022-01-23";303;1;8;7;3;2;3
"S0329";358;150;"South America";28;7;93;3;"No";"Responsive sales team";"Basic";2;"2023-10-28";304;2;10;4;1;3;11
"S0330";960;684;"Asia";7;19;69;2;"No";"Excellent service";"Basic";4;"2023-10-03";305;2;2;3;2;2;1
"S0331";1042;893;"Asia";8;11;92;2;"Yes";"Product not available";"Basic";10;"2023-12-09";306;1;10;1;3;3;10
"S0332";1145;965;"Asia";10;7;65;2;"Yes";"Satisfied with product";"Basic";2;"2023-04-22";307;1;14;5;3;1;1
"S0333";260;108;"Europe";28;16;98;1;"Yes";"Responsive sales team";"Basic";8;"2022-11-27";308;1;2;3;1;5;5
"S0334";1194;996;"South America";6;17;71;5;"No";"Excellent service";"Basic";5;"2024-08-09";309;1;10;6;5;4;1
"S0335";559;431;"Europe";16;15;86;1;"Yes";"Great customer support";"Basic";2;"2024-05-19";310;1;7;6;3;1;5
"S0336";1243;1058;"Asia";30;15;90;4;"Yes";"Product not available";"Basic";7;"2022-11-02";311;1;6;6;3;5;4
"S0337";688;534;"South America";23;18;32;3;"Yes";"Highly satisfied";"Basic";1;"2023-10-22";312;1;1;7;3;5;10
"S0338";524;300;"Asia";22;19;57;2;"No";"Price too high";"Basic";6;"2023-06-11";313;1;11;1;4;2;10
"S0339";830;608;"South America";15;20;42;5;"Yes";"Excellent service";"Basic";2;"2022-11-11";314;2;5;3;1;1;3
"S0340";258;180;"North America";12;15;61;5;"Yes";"Product not available";"Basic";7;"2024-01-02";315;2;6;4;4;4;10
"S0341";379;137;"Asia";30;12;94;1;"Yes";"Excellent service";"Basic";9;"2023-08-21";316;1;13;3;4;1;11
"S0342";736;576;"Europe";26;13;80;1;"Yes";"Fast delivery";"Basic";4;"2022-09-23";317;2;14;8;5;5;10
"S0343";836;764;"North America";9;13;89;1;"No";"Responsive sales team";"Basic";7;"2023-03-17";318;2;1;5;5;2;11
"S0344";584;451;"South America";25;13;52;2;"Yes";"Fast delivery";"Basic";3;"2024-07-01";319;1;11;2;4;4;9
"S0345";332;230;"Europe";19;11;92;2;"Yes";"Highly satisfied";"Basic";2;"2022-02-22";320;2;12;3;5;5;1
"S0346";1425;1133;"Europe";17;14;41;2;"Yes";"Great customer support";"Basic";6;"2024-04-05";321;1;1;7;5;2;2
"S0347";700;644;"Asia";20;7;43;1;"Yes";"Responsive sales team";"Basic";8;"2023-04-27";322;1;8;8;3;3;1
"S0348";545;434;"North America";15;16;20;1;"Yes";"Product not available";"Basic";4;"2023-11-13";323;1;3;5;4;1;10
"S0349";413;362;"North America";16;15;93;4;"Yes";"Great customer support";"Basic";9;"2023-04-23";96;1;13;5;3;5;5
"S0350";499;264;"North America";5;15;33;1;"Yes";"Responsive sales team";"Basic";2;"2024-04-13";27;1;4;1;4;5;9
"S0351";988;753;"South America";16;9;91;3;"No";"Excellent service";"Basic";4;"2024-04-20";101;2;6;3;3;1;11
"S0352";1169;939;"Asia";17;20;38;5;"Yes";"Price too high";"Basic";8;"2023-04-07";324;1;5;7;2;2;1
"S0353";1242;1105;"North America";5;7;91;1;"Yes";"Highly satisfied";"Basic";2;"2022-07-30";325;1;12;2;1;5;5
"S0354";299;8;"Europe";18;7;32;4;"Yes";"Responsive sales team";"Basic";3;"2022-06-19";326;1;1;1;2;3;2
"S0355";601;318;"South America";11;18;60;1;"Yes";"Price too high";"Basic";2;"2023-05-24";327;1;14;6;1;4;5
"S0356";1315;1199;"North America";7;5;85;4;"Yes";"Great customer support";"Basic";2;"2024-06-04";46;1;6;2;3;5;1
"S0357";158;19;"North America";15;8;26;3;"Yes";"Highly satisfied";"Basic";10;"2022-06-24";328;1;5;6;5;1;9
"S0358";968;771;"Europe";9;18;33;3;"No";"Satisfied with product";"Basic";8;"2022-11-24";145;1;9;4;4;3;9
"S0359";363;193;"Asia";8;16;58;2;"Yes";"Fast delivery";"Basic";4;"2022-07-19";329;1;15;6;2;1;10
"S0360";302;247;"South America";27;8;56;3;"Yes";"Price too high";"Basic";1;"2022-12-21";330;1;4;1;1;1;5
"S0361";928;753;"Asia";28;17;51;5;"Yes";"Price too high";"Basic";4;"2022-07-24";189;1;11;3;2;3;11
"S0362";545;375;"Asia";18;19;60;2;"Yes";"Satisfied with product";"Basic";3;"2022-04-07";328;2;2;1;1;5;10
"S0363";1063;826;"Asia";30;17;56;5;"Yes";"Price too high";"Basic";1;"2023-07-03";331;1;4;8;1;5;1
"S0364";603;536;"Europe";21;12;47;4;"Yes";"Responsive sales team";"Basic";7;"2022-02-26";332;1;14;7;1;2;5
"S0365";1188;1077;"Europe";15;20;61;1;"Yes";"Price too high";"Basic";4;"2023-08-29";333;1;8;7;1;5;10
"S0366";495;388;"South America";7;8;39;4;"Yes";"Product not available";"Basic";2;"2022-01-18";334;1;3;5;4;4;3
"S0367";1253;1153;"Asia";16;9;100;5;"No";"Price too high";"Basic";1;"2022-09-23";335;1;11;6;4;2;9
"S0368";455;302;"Asia";8;5;52;5;"No";"Price too high";"Basic";7;"2022-12-04";336;1;5;3;1;3;4
"S0369";1356;1185;"Asia";12;6;53;2;"No";"Responsive sales team";"Basic";6;"2024-06-12";337;2;12;7;2;2;10
"S0370";397;213;"Europe";19;19;78;5;"Yes";"Highly satisfied";"Basic";10;"2022-01-24";338;1;11;6;1;5;4
"S0371";615;460;"South America";29;12;70;1;"Yes";"Fast delivery";"Basic";7;"2023-04-19";339;1;1;3;3;3;2
"S0372";224;57;"Europe";8;14;91;3;"Yes";"Satisfied with product";"Basic";9;"2024-01-06";340;1;4;1;2;1;4
"S0373";1472;1355;"South America";13;11;55;5;"Yes";"Price too high";"Basic";9;"2024-06-14";341;1;13;1;1;3;2
"S0374";388;104;"South America";6;20;24;1;"No";"Highly satisfied";"Basic";5;"2024-01-11";342;1;10;6;3;5;1
"S0375";560;357;"Asia";26;12;44;5;"Yes";"Excellent service";"Basic";4;"2022-02-13";285;2;14;7;3;4;2
"S0376";185;128;"Europe";11;13;64;1;"No";"Responsive sales team";"Basic";6;"2022-03-24";343;1;13;7;5;3;9
"S0377";989;915;"South America";24;7;86;1;"Yes";"Satisfied with product";"Basic";5;"2023-11-20";344;2;13;6;2;5;9
"S0378";699;616;"Asia";13;20;58;1;"Yes";"Price too high";"Basic";5;"2024-04-09";263;1;11;6;1;3;10
"S0379";1256;1098;"Asia";11;7;55;5;"Yes";"Great customer support";"Basic";1;"2023-01-31";345;1;11;3;4;1;1
"S0380";753;627;"Europe";29;6;29;3;"Yes";"Responsive sales team";"Basic";8;"2022-01-30";238;1;3;3;5;1;3
"S0381";1408;1240;"North America";28;5;44;2;"No";"Price too high";"Basic";7;"2023-07-15";346;2;5;6;5;5;9
"S0382";195;117;"Europe";20;14;81;1;"Yes";"Great customer support";"Basic";4;"2023-09-25";347;1;10;3;5;5;10
"S0383";609;461;"North America";29;8;87;1;"Yes";"Excellent service";"Basic";1;"2024-07-08";348;1;11;4;2;4;11
"S0384";1211;917;"North America";5;20;22;5;"Yes";"Highly satisfied";"Basic";2;"2022-11-15";43;2;14;3;1;2;11
"S0385";1080;914;"South America";25;20;46;3;"Yes";"Excellent service";"Basic";4;"2023-03-12";349;2;15;4;4;2;2
"S0386";1040;964;"North America";26;5;25;1;"Yes";"Responsive sales team";"Basic";10;"2023-02-17";350;1;15;4;2;2;10
"S0387";174;-99;"Europe";10;16;82;2;"Yes";"Excellent service";"Basic";3;"2024-01-12";351;1;11;3;4;2;4
"S0388";489;229;"Asia";7;8;75;3;"Yes";"Highly satisfied";"Basic";1;"2023-01-04";352;1;7;3;2;4;3
"S0389";645;467;"Asia";26;20;81;3;"Yes";"Responsive sales team";"Basic";4;"2023-02-09";353;1;15;1;1;4;1
"S0390";674;624;"South America";17;16;56;3;"No";"Fast delivery";"Basic";4;"2024-07-12";354;1;4;1;2;1;3
"S0391";776;627;"South America";19;12;92;3;"Yes";"Satisfied with product";"Basic";8;"2022-04-05";70;1;2;1;3;4;4
"S0392";154;-52;"North America";21;11;86;5;"Yes";"Satisfied with product";"Basic";5;"2024-03-29";207;2;14;1;1;1;10
"S0393";918;840;"North America";21;18;50;5;"Yes";"Excellent service";"Basic";9;"2024-04-25";355;1;10;3;3;3;9
"S0394";600;405;"North America";7;20;82;4;"Yes";"Fast delivery";"Basic";7;"2023-10-03";79;1;8;8;1;2;4
"S0395";776;572;"Europe";17;8;85;5;"Yes";"Price too high";"Basic";8;"2023-04-30";356;1;3;3;5;4;11
"S0396";854;767;"North America";18;19;62;4;"Yes";"Satisfied with product";"Basic";8;"2022-01-24";357;2;6;1;3;1;2
"S0397";1330;1234;"North America";18;11;46;1;"Yes";"Price too high";"Basic";10;"2022-11-02";358;1;3;7;3;1;4
"S0398";974;707;"Europe";12;18;69;1;"Yes";"Responsive sales team";"Basic";4;"2023-05-26";359;1;7;5;1;3;1
"S0399";610;335;"Europe";25;16;79;1;"Yes";"Fast delivery";"Basic";6;"2023-08-10";360;1;13;7;3;4;11
"S0400";757;624;"South America";13;6;30;5;"Yes";"Product not available";"Basic";8;"2023-09-02";361;1;11;8;2;5;11
"S0401";448;239;"South America";29;17;73;1;"No";"Responsive sales team";"Basic";5;"2022-10-31";362;2;5;5;4;3;9
"S0402";1001;832;"Europe";16;8;21;3;"No";"Product not available";"Basic";6;"2022-12-03";363;1;9;7;4;1;2
"S0403";830;564;"Asia";11;17;56;2;"No";"Product not available";"Basic";3;"2023-05-16";364;1;11;5;2;4;1
"S0404";183;-10;"North America";5;19;69;1;"Yes";"Fast delivery";"Basic";6;"2022-03-27";2;1;5;4;1;1;2
"S0405";933;855;"Asia";14;10;78;4;"Yes";"Product not available";"Basic";9;"2024-06-30";365;2;4;2;3;2;2
"S0406";612;350;"Asia";18;17;24;2;"Yes";"Highly satisfied";"Basic";7;"2022-02-25";366;1;15;5;2;4;4
"S0407";885;788;"North America";28;15;57;5;"Yes";"Excellent service";"Basic";6;"2022-06-04";367;2;12;8;1;5;10
"S0408";774;641;"Europe";18;18;75;3;"No";"Fast delivery";"Basic";1;"2022-04-09";129;1;1;3;2;4;4
"S0409";778;535;"Europe";7;9;41;4;"Yes";"Price too high";"Basic";10;"2023-04-17";368;1;10;5;5;5;3
"S0410";230;-8;"South America";8;19;96;3;"Yes";"Great customer support";"Basic";9;"2022-06-19";369;2;2;8;3;2;2
"S0411";1081;1016;"South America";19;20;21;1;"Yes";"Highly satisfied";"Basic";2;"2024-01-05";268;2;8;2;4;5;9
"S0412";1202;1055;"Asia";27;9;83;1;"Yes";"Highly satisfied";"Basic";3;"2023-01-20";275;2;2;4;5;2;4
"S0413";766;563;"North America";18;7;39;3;"Yes";"Great customer support";"Basic";4;"2022-05-16";370;2;6;6;1;5;5
"S0414";530;330;"Asia";9;14;98;2;"Yes";"Excellent service";"Basic";7;"2024-06-18";371;1;6;4;5;2;10
"S0415";397;136;"South America";22;12;83;4;"Yes";"Highly satisfied";"Basic";2;"2024-02-13";297;1;5;6;1;3;3
"S0416";328;264;"South America";14;17;29;3;"No";"Highly satisfied";"Basic";8;"2022-12-04";211;1;5;6;4;3;10
"S0417";753;626;"Europe";23;13;97;4;"Yes";"Fast delivery";"Basic";5;"2023-01-18";372;1;14;4;5;3;4
"S0418";478;368;"Asia";12;9;82;3;"Yes";"Satisfied with product";"Basic";1;"2022-11-10";373;2;13;7;1;2;9
"S0419";959;863;"Asia";19;7;88;2;"Yes";"Excellent service";"Basic";1;"2022-08-21";374;2;6;7;1;5;1
"S0420";672;396;"Asia";20;17;30;2;"Yes";"Fast delivery";"Basic";4;"2023-02-28";375;2;14;1;5;1;4
"S0421";1137;1066;"North America";11;16;52;4;"No";"Price too high";"Basic";9;"2024-03-11";18;1;14;8;5;2;1
"S0422";719;659;"Europe";26;13;61;3;"Yes";"Great customer support";"Basic";2;"2022-07-31";376;1;12;5;5;4;5
"S0423";559;356;"South America";16;6;100;2;"Yes";"Product not available";"Basic";9;"2023-06-26";57;2;7;3;1;4;1
"S0424";1187;1120;"Europe";6;10;90;2;"Yes";"Satisfied with product";"Basic";6;"2022-12-19";158;1;1;4;1;1;5
